title,url,datePosted,hood,description,address,compensation
EMBEDDED SOFTWARE ENGINEER,https://sfbay.craigslist.org/scz/sof/d/scotts-valley-embedded-software-engineer/6834854922.html,1551890640000,scotts valley,"
        
Located in Scotts Valley, California, on the redwood-forested Southern perimeter of Silicon Valley, Digital Dynamics' core business is founded on sophisticated control systems engineering, high quality manufacturing and aggressive customer support. DDI manufactures a broad product line of innovative OEM control System Products that are critical to the success of demanding precision electronics fabrication.

EMBEDDED SOFTWARE ENGINEER

Digital Dynamics is looking for a professional Embedded Software Engineer with an electrical engineering degree to execute the complete embedded software development lifecycle. The goal is to create scalable and optimized software systems.
Responsibilities
•	Design and implement software of embedded devices and systems from requirements to production and commercial deployment
•	Design, develop, code, test and debug software for performing diagnostics on hardware
•	Analyze and enhance efficiency, stability and scalability of system resources
•	Integrate and validate new product designs
•	Support software QA and optimize I/O performance
•	Interface with hardware design and development
•	Assess third party and open source software

Requirements
•	BS or MS degree in Computer Science or Engineering
•	Proven working experience in software engineering
•	Strong knowledge of reading schematics and data sheets for components
•	Experience in hands-on development and troubleshooting on embedded targets
•	Solid programming experience in C/C++
•	Proven experience in embedded systems design with preemptive, multitasking real-time operating systems
•	Excellent knowledge of OS coding techniques, IP protocols, interfaces and hardware subsystems

Highly Desired Experience
•	Control Systems with high performance Digital and Analog Input and Output
•	EtherCAT communication protocol
•	QNX operating system
•	Embedded Linux
•	Expert knowledge in control strategies such as PID

If you are qualified and interested in this job opportunity please submit a resume for consideration.  Relocation assistance is not available.  Please; no phone calls.

Digital Dynamics is an Equal Opportunity Employer
    ",,tbd
Software Engineer (7300),https://sfbay.craigslist.org/sfc/sof/d/oakland-software-engineer-7300/6834421220.html,1551828840000,oakland downtown,"
        

  

Apply for this job


Summary:
Have significant experience in object oriented languages (Java, Python, Ruby, etc.)? Interested in learning machine learning and data analysis technologies (PyTorch, Fastai, Scikit, Spark, etc.)?  Then come join us at the California Digital Library where we are building the library of the future.

Who we are:
We are a team of software engineers, librarians and product managers developing innovative library services for the  University of California libraries and for regional, national and international library consortia.

We are a friendly, fun, diverse team committed to creating a digital future where everyone has access to the world's knowledge.

What we do:
We currently work in Java/Spring, Python, Ruby and MySQL on AWS.  We are starting to do projects using machine learning and are eager to learn more about data analysis and data visualization software. We work hard to employ software engineering best practices including agile, test driven development, design patterns, user driven design and continuous integration.  

Who you are:
This is a great job for a software engineer with this background: 

Good knowledge of one or more object oriented languages (Java, Python, Ruby, etc).
Interested in learning machine learning (PyTorch, Tensorflow, etc.), data analysis (Spark, R, etc.) and/or data visualization libraries, languages and tools.
Enjoys independently investigating and learning new ideas and putting them into action.
Uses software engineering best practices - design patterns, test driven development, agile; etc.
Knows relational database design and SQL.
Enjoys being part of a fun, friendly team eager to learn new things.


Join us: Apply for this job and get more information
jeid-1b372436b1dd54459163e1a9346c5eca    ",,
$150 Paid Focus group for Tech folks or Tech College Students,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-150-paid-focus-group-for/6834243905.html,1551816540000,SOMA / south beach,"
        
We're running a fun $150 paid focus group in San Francisco, in the evening, during the week. Looking to speak with folks who are either pursuing a degree in any form of technology, tech engineering, software design, coders, db admins, etc., or who work in tech capacity. 

Ladies and men welcome. You'll be paid on the spot at the conclusion of the chat. A light dinner will be served and we provide validated parking too. Please click on the link below to be considered. Applying for the focus group does not guarantee seating, but we really hope you qualify.

Click here to apply:
https://www.surveymonkey.com/r/BLNPNDF

Hope to hear from you.
LMCC    ",,"$150, paid on the spot"
Web Applications Drupal Developer,https://sfbay.craigslist.org/scz/sof/d/santa-cruz-web-applications-drupal/6834229637.html,1551815640000,,"
        



Web Applications Drupal Developer
Information Technology Services 
http://its.ucsc.edu

Job #: 1908604

Full Time; Career
Starting Salary Range: $77,000-$92,000/annually
Salary commensurate with qualifications and experience.

UCSC strives to embrace diversity in all its forms; it strives to be an inclusive community that fosters an open, enlightened & productive environment.

Involved in the development of server, OS, desktop, mobile applications and services including researching, designing, developing specifications for designing, writing, modifying, testing, debugging, troubleshooting and maintaining source code. Also having direct or related involvement in designing related databases, user interfaces, integration to other systems and applications, content or multimedia processes. Work includes analysis and design to post-production processes, quality assurance, maintenance and documentation.

Applies skills as a seasoned, experienced software professional with a full understanding of industry practices, community standards and relevant policies and procedures to medium-sized projects or portions of large projects with moderate scope and complexity. Resolves a wide range of issues. Demonstrates competency in selecting tools, methods, and techniques to obtain results.

This position supports the portfolio of the Web Applications team through application design, development, configuration, and improvement. The Web Applications Developer maintains expert knowledge of applications in the Web Apps portfolio and plays a key role throughout the entire application lifecycle. This includes contributing to technology strategy, service planning and improvement, engagement with clients, operational support and problem solving.

The Web Applications department supports a diverse set of online tools ranging from web content management systems to custom applications used by students, faculty and staff. We employ modern version control and workflow tools together with an Agile/Scrum sprints model to build and maintain complex solutions to real world University problems. With a focus on meeting custom needs and filling gaps between large systems, Web Apps has a long and exciting list of new development projects to keep us busy for years to come.

Qualifications include:

 Bachelor's degree in related area and / or equivalent experience / training.

 Intermediate knowledge of secure software development.

 Advanced skills associated with software design, modification, implementation and deployment, including object-oriented programming concepts.

 Demonstrated ability to understand functional needs and how systems can support those needs. Demonstrated ability to develop conversion and system implementation plans.

 Demonstrated ability to interface with management on a regular basis.

Position is open until filled. Initial Review Date: 03-17--2019

APPLICANTS ARE REQUIRED TO USE THE UCSC ON-LINE PROCESS 
View full job description and access on-line application: 
https://jobs.ucsc.edu/applicants/Central?quickFind=71422

To ensure review of application materials by the hiring unit, they must be submitted ON OR BEFORE the initial review date (IRD) via the Staff Employment Opportunities web site @ https://jobs.ucsc.edu. A computer is available at the UC Santa Cruz Staff Human Resources Office located at Scotts Valley Center. The Scotts Valley Center is located at 100 Enterprise Way, Suite E100, Scotts Valley, CA 95066.  To learn more or to request disability accommodations, call 831-459-2009. Hearing impaired are encouraged to use the California Relay Service at 800-735-2922. UC Santa Cruz is an Equal Opportunity Employer.





Copyright 2017 Jobelephant.com Inc. All rights reserved.

Posted by the FREE value-added recruitment advertising agency 

jeid-c084cafd4da7cb419c7a3ce8d5458e75    ",,
Cloud Engineer,https://sfbay.craigslist.org/scz/sof/d/santa-cruz-cloud-engineer/6834229318.html,1551815640000,,"
        



Cloud Engineer
Information Technology Services
http://its.ucsc.edu

Job #: 1908599

Full Time; Career
Starting Salary Range: $100,000-$125,000/annually.Salary commensurate with qualifications and experience.

UCSC strives to embrace diversity in all its forms; it strives to be an inclusive community that fosters an open, enlightened & productive environment.

Involves providing a variety of IT services. Assignments may include database administration, application programming, IT project management, systems administration, systems and process analysis, security, solution development and maintenance, business technical support or a combination of these and / or other IT functions.

The UCSC Cloud Services team is growing and in need of an innovative and energetic cloud engineer. We have successfully migrated critical applications (Ellucian Banner, Oracle PeopleSoft, Shibboleth, PHP based web applications, and more) to Amazon Web Services (AWS). This position will have opportunities to work with many UCSC service teams and expand an existing AWS skill set. This position includes architecting additional system migrations to AWS as well as recommending and implementing optimizations to the established enterprise applications in the cloud. Inquisitive problem solving, rigorous research/analysis and a strong passion for evangelizing cloud services to all stakeholders are required skills to be successful in this position. The Cloud Services team supports cross-functional diverse teams with different applications, customers and requirements, while working to expand common offerings that increase collaboration. Solutions must be universal enough to serve these different teams, business partners and software solutions while streamlining best practices, policies and standards for centrally shared services.

Information Technology Services is the campus innovation nexus that supports and amplifies the value of research, teaching, learning and digital experiences at UCSC. Our guiding principles are integrity, client focus, teamwork, knowledge, fulfillment. 

We are a group of enthusiastic people who produce extraordinary results. We are looking for people who are deeply curious, hard working, ambitious and kind. 

We aspire to operate in an Agile and Lean fashion. Our goal is to continually improve our service quality, experience and value to our constituents. We care deeply about developing a high performing organization through recruiting and developing highly talented and diverse staff. We invest in career paths and career development, devoting a significant amount of resources to skill and career development for our staff. 

ITS promotes two areas for skill growth: 
1. Developing generalizing specialists by focusing on technical depth and breadth.
2. Growing service and product expertise. 

*****************

This position requires passing a pre-employment criminal history background check. Selected candidates cannot begin work until passing their background check. Please note: Time required to complete this process may vary and can be lengthy.

Qualifications include:

 Bachelor's degree in related area and / or equivalent experience / training.

 Experience with cloud infrastructure, preferably AWS - CloudFormation, EC2, S3, EFS, RDS, IAM, or equivalent.

 Ability to define, design and/or implement complex cloud-based systems/services (or equivalent).

 Ability to learn new technical skills/services quickly through comprehensive research and analysis culminating in clear and concise documentation recommending and often implementing cloud service improvements for enterprise applications (Ellucian Banner, Oracle Peoplesoft) and other PHP based web applications.

 Advanced knowledge of business and process analysis functions. Knowledge of the design, development and application of technology and systems to address cross functional team business needs. Familiarity with data quality and governance issues/requirements.

Selected candidate will be required to pass a pre-employment criminal history background check.

Position is open until filled. Initial Review Date: 03-03-2019

APPLICANTS ARE REQUIRED TO USE THE UCSC ON-LINE PROCESS 
View full job description and access on-line application: 
https://jobs.ucsc.edu/applicants/Central?quickFind=71405

To ensure review of application materials by the hiring unit, they must be submitted ON OR BEFORE the initial review date (IRD) via the Staff Employment Opportunities web site @ https://jobs.ucsc.edu. A computer is available at the UCSC Staff Human Resources Office located at Scotts Valley Center. The Scotts Valley Center is located at 100 Enterprise Way, Suite E100, Scotts Valley, CA 95066.  To learn more or to request disability accommodations, call 831-459-2009. Hearing impaired are encouraged to use the California Relay Service at 800-735-2922. The University of California, Santa Cruz is an Equal Opportunity Employer.





Copyright 2017 Jobelephant.com Inc. All rights reserved.

Posted by the FREE value-added recruitment advertising agency 

jeid-a86daafafba7134dbda09a16c61c15ae    ",,
Data Science Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-science-fellowship/6834215770.html,1551814800000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFData&utm_campaign=CLSFData&utm_medium=web
    ",,"80,000-160,000"
Product Management Fellow,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management-fellow/6834214388.html,1551814740000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFProduct&utm_campaign=CLSFProduct&utm_medium=web
    ",,"80,000-160,000"
Product Manager (Enterprise Business Applications) for Gaming Company!,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-manager/6834210787.html,1551814500000,financial district,"
        
Do you have experience designing analytics or any other data-driven applications? Are you a creative problem-solving person? Do you like mobile games? Want to be part of a special team in a growing company?
 
If so, this is the opportunity for you!
 
The Job (Responsibilities)
Work with Tools Engineering & User Acquisition teams to define products and features objectives, plan and deliverables
Establish metrics and monitoring mechanisms to measure goal completion of products and features
Gather and create product requirements and specifications
Lead communication with internal clients, track progress and report out scope or requirement changes
Review and test products and features to ensure they work properly
Implement adoption and engagement strategies to ensure products and features are efficiently used
Be part of a successful, growing gaming startup!
 
You (Skills and Experience)
 
MUST:  2+ year building or product-managing ad tech, preferably in mobile
MUST:  Expertise implementing software development methodologies (Waterfall, Agile, SCRUM, etc)
MUST:  Strong verbal and written communication skills (technical and non-technical audiences)
MUST:  Strong analytical and problem-solving skills
MUST:  Well organized with strong attention to detail
MUST:  Excellent negotiation skills, interpersonal skills, presentation skills, and planning skills
MUST:  Expertise using or designing analytics, business intelligence, or reporting applications
MUST:  Work and communicate effectively across teams (engineering, user acquisition, finance)
MUST:  Entrepreneurial in spirit and a team player!  No egos allowed
PREFERABLE:  Experience setting up, working with, and troubleshooting complex data flows (tracking links, parameters, callbacks, deep links, etc)
PREFERABLE:  Familiar with project management and team collaboration tools such as JIRA, Trello, Slack, etc    ",,Very competitive compensation for high-level managers
Software Engineering Fellow,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/6834144814.html,1551810780000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFSWE&utm_campaign=CLSFSWE&utm_medium=web
    ",,"80,000-160,000"
"Engineer, Development",https://sfbay.craigslist.org/pen/sof/d/san-carlos-engineer-development/6834141479.html,1551810600000,,"
        
MarkLogic Corporation seeks Engineer, Development in San Carlos, CA

Responsibilities: Responsible for researching, designing, and testing MarkLogic’s NoSQL database and database features using search engine technologies such as Lucene and FAST. Implements new designs to improve high memory and high CPU performances. Sets operational specifications and formulates and analyzes software requirements. Collaborates with other departments on project status, proposal, and technical issues. Improves the robustness, scalability, and security of the MarkLogic database with our QA engineers by developing more comprehensive tests.  Facilitates the development process and solve memory leak issues. Fixes server code bugs using GDB. Other duties as assigned.

Education: Master’s* degree in Computer Science, Software Engineering, or related field (or foreign equivalent).

Requirements: *Six (6) months general experience in the job offered or similar position required. Other special requirements** include: Six months of experience working through the Software Development Lifecycle; Six months of experience working with databases and core database concepts including tables, relationships, transactions, relational databases, queries; Six months of experience acting as a subject matter experience on project procedure and quality assurance; and Six months of experience working with web services and APIs. 

*In lieu of a Master’s degree in Computer Science, Software Engineering, or related field (or foreign equivalent) and six (6) months of general experience in the job offered or similar position, employer will accept candidates with a Bachelor’s degree in the same subject areas plus 5 years of progressive post-baccalaureate experience in the job offered or similar position.

**Special requirements may be met through education or work experience.

Please fax resume to (650) 655-2310 quoting job #ENGD19.    ",,Will discuss with applicant.
Sr Software Engineer,https://sfbay.craigslist.org/sby/sof/d/santa-clara-sr-software-engineer/6834138703.html,1551810420000,santa clara,"
        
Opportunity to work at a fast growing cyber security company. We are looking for a talented  Senior software engineer to join our team who will:
-	Be a major contributor to the entire stack
-	Build and enhance micro-services-based platform infrastructure
-	Set a high standard for Software  Development Practices
-	Mentor junior members of the team
-	Own components throughout the product life cycle
Skills required:
•	Minimum 8 years of professional experience building web-applications
•	Strong experience in back end development
•	Experience in creating robust and secure REST APIs
•	Hands-on exposure to RDBMS like PpostgreSQL, MySQL, MariaDB etc.
•	Proficiency with one or more programming languages from Java, Python, Node/JavaScript 
•	Solid familiarity working with cloud and related technologies, AWS, GCP and Azure
•	Ability to do very quick research in unknown technologies
•	Startup mindset, comfort with chaos and multi-tasking ability
•	Strong programming fundamentals in Data Structures, Algorithms
•	An eye for writing performance optimum code in any tool set
Plus:
•	Having strong experience with Python and Node is a plus
•	Security software development experience is a solid plus



    ",Great America parkway,per industry standards
Senior Software Engineering Position with DocSend,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-software/6834116352.html,1551809160000,financial district,"
        
DocSend is a small but mighty team working together to build a world-class solution for sales and marketing teams to find and share content. As the top-rated product in our space, DocSend keeps high-quality engineering at the core of what we do, and we're looking for a Senior Software Engineer to join us!

ABOUT THE ROLE
As a Senior Software Engineer, you'll play a pivotal role in shaping the trajectory of product development, while ensuring we stay customer-focused. You'll have influence on the current product, the future direction of the product, and the team.

Our current stack is a Ruby on Rails web app running on Heroku with CoffeeScript, Haml, and LESS.

ABOUT OUR ENGINEERING TEAM
DocSend engineering believes in quality, collaboration, and fun. We've got everything from diverse leadership to team outings. We always want to better ourselves, and as engineers, we do that by focusing on creating better solutions, better code, and a better skill set. Together, we collaborate, support, and inspire each other to grow and take ownership across the product.

Sound like your kind of place? We love to hear it. Come chat with us!

Learn more and see DocSend in action by clicking here: https://docsend.com/view/s8d6e25

What You'll Do
- Take ownership of features end-to-end
- Research, architect, implement, and help drive innovative solutions
- Actively share knowledge and document insights to support continuous team improvement and collaboration
- Act as a mentor throughout the software development process

What You'll Need to be Successful
- Deep, detailed knowledge of Rails and Ruby (4+ years experience)
- Working knowledge of SQL/Relational databases
- JavaScript/HTML/CSS
- Computer Science Degree
- Strong CS fundamentals

The Perks
- A beautiful office in the SF Financial District
- Awesome medical/vision/dental package including complimentary membership to One Medical Group
- Smart, engaged co-workers who value their time together and support each other's growth
- Top rated company culture (5 stars on Glassdoor!)
- Company retreats, monthly game nights
- Flexible paid time off (PTO) policy
- Commuter benefits
- 401(k)
- Paid lunches, fully stocked kitchen
- Dog-friendly office
- Paid relocation available

Who We Are

DocSend is a tight-knit group of fiercely intelligent, driven, and fun individuals. We take pride in providing an inclusive and supportive environment designed for personal growth and organizational happiness. We make time for each other with daily lunch in the office, monthly game nights, weekly happy hours, and regular retreats.

What We Do

DocSend is a sales content management and tracking solution that helps teams find, share, and track the content that closes deals. With a powerful link-based system, we empower businesses with account-based engagement analytics that fuel the sales process.

DocSend is proud to be an equal opportunity employer dedicated to pursuing and hiring a diverse workforce.    ",351 California St,"Competitive Compensation, with Stock/Equity package"
"Software Engineer, Front End",https://sfbay.craigslist.org/pen/sof/d/san-carlos-software-engineer-front-end/6834080073.html,1551807240000,,"
        
MarkLogic Corporation seeks Software Engineer, Front End in San Carlos, CA

Responsibilities: Responsible for performing front-end development and complex software design tasks. Assists in designing and implementing services in the middle-tier to enable the front-end. Creates complex codes and scripting languages. Conducts software testing with the JavaScript testing framework. Collaborates with other departments on project status, proposals, and technical issues. Develops multi-threaded and transactional systems. Utilizes RESTful web service architecture and Node.js server development. Develops single-paged applications using AngularJS and React framework. Works through all phases of the software development lifecycle. Contributes to an agile-style process. Performs other duties as assigned. 

Education: Master’s* degree in Computer Science, Computer Engineering, or related field (or foreign equivalent).

Requirements: *Two (2) years of experience in the job offered or similar position required. Other special requirements** include: 2 years of experience rewriting modules (to provide RESTful web services for web and mobile applications) from at least two of the following: PL/SQL, Struts, Spring, or Java; 2 years of experience maintaining, supporting, and creating new features using at least three of the following: Oracle PL/SQL Web Application, Oracle ADF web applications, or Google Map API; 2 years of experience working with Oracle database programming including writing complex queries triggers, stored procedures and functions; 2 years of experience creating and consuming SOAP web services using Axis and SoalUI; and 2 years of experience developing reports using Qlik Sense BI Tools.

*In lieu of a Master’s degree in Computer Science, Computer Engineering, or related field (or foreign equivalent) and two (2) years of experience in the job offered or similar position, employer will accept candidates with a Bachelor’s degree in the same subject areas plus five (5) years of progressive post-baccalaureate experience in the job offered or similar position.

**Special requirements may be met through education or work experience.

Please fax resume to (650) 655-2310 quoting job #SEFE19.    ",,Will discuss with applicant.
R&D Test Operator (In Vehicle Testing),https://sfbay.craigslist.org/sfc/sof/d/san-francisco-rd-test-operator-in/6834050918.html,1551805620000,SOMA / south beach,"
        
We're the driverless car company.

We believe in improving people's lives by making transportation safer, more accessible, and more convenient. We're building the world's most advanced software to fuel the driverless cars that safely connect people to the places, things, and experiences they care about.

We seek and embrace diversity in all of its forms. We continuously push ourselves to think differently and take ownership wherever it's needed. This is a place for dreamers and doers to succeed. If you share our passion for achieving what some say is impossible, join us.

About the Role: 
We are hiring Vehicle Test Operators to help us test and improve the performance of our autonomous vehicles! You should have a knack for fixing things and work well under pressure. Navigating a computer should be second nature to you. Ideal candidates will have an impeccable driving record and excellent driving skills. We're looking for qualified candidates to join us in a contract position starting immediately. The contract is expected to last a year and possibly longer. 

Schedule Options:
1) Monday - Friday
4:00pm - 12:00am (Midnight)
 
2) Saturday and/or Sunday
10:00am - 6:00pm
+
Three to four days during the week

3) Monday - Friday
8:00am - 4:00pm

All Total Hours = 40

$23/hr with growth opportunities

**Apply at https://getcruise.com/ and search for ""R&D Test Operator""**

Day-to-day responsibilities include:
- Ensure the safety of vehicles while in both autonomous and manual mode while operating the autonomous vehicle (AV)
- Log vehicle behavior and monitor vehicle software as the AV passenger
- Test the newest AV code and consistently deliver high-quality feedback to engineers
- Troubleshoot AV software in varied and dynamic environments
- Identify abnormal AV behaviors and escalate them through the proper channels
- Validate the performance of new and existing hardware including sensors and new vehicle platforms 
- Develop creative solutions to execute tests and improve operations
- Provide exceptional ride demonstrations to employees and guests of Cruise
- Remain well informed of all changes to vehicle behavior and tools
- Become a leader and train new operators
- Hold yourself and others accountable for maintaining our ""Stay Safe"" culture
- Perform special projects as requested by various Cruise teams
- Keep project details confidential 

You should apply for this role if you have the following qualifications:
- Ability to thoroughly diagnose and troubleshoot basic software issues
- Typing speed of over 50 words per minute
- Excellent written and verbal communication skills
- Licensed to drive a motor vehicle in the U.S. for the three years immediately preceding your application and currently hold an active California driver's license
- No more than 1-point on driving record and excellent driving skills
- Clean background check and drug screen
-Must safely operate the vehicle in accordance with Cruise safety protocols and applicable law.  This includes, but is not limited to, having a sufficient range of motion to turn a steering wheel, safely operating the accelerator and brake, checking blind spots and evaluating the environment, and maintaining appropriate airbag clearance.
-Ability to tolerate physical jolts and high-speed starts, stops, turns, and maneuvers associated with driving or taking control of the autonomous vehicle in both training and daily job functions
-Capability to perform physical work including, but not limited to, bending, stooping, and various operational tasks
-Work effectively and professionally in a stressful environment, including interactions with the public
-Capacity to remain alert and extremely focused for two-hour uninterrupted blocks of time
-Must satisfy the legal requirements to become an Operator (13 CCR § 227.34)


Bonus Points:
- 3+ years previous work experience
- Bachelor's degree (or relevant QA / Operations experience)
- Prior AV experience
- Military, Content Review, Technician, EMT experience
- Defensive drivers training (Smith Systems, etc.)
- Route/Delivery experience

Perks:
- Catered lunch, snacks, etc.
- The opportunity to solve difficult problems that have immediate and valuable real-world applications
- Applied product testing in real life situations

**Apply at https://getcruise.com/ and search for ""R&D Test Operator""**

This position is full-time employment with our contingent workforce partner, paying $23/hour and offering benefits, 401(k), and paid time off.
 
GM Cruise LLC provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Pursuant to applicable laws, we will consider for employment qualified applicants with arrest and conviction records. If you have a disability or special need that requires accommodation, please let us know.

    ",1201 Bryant St.,23/hr
